Origin,Destination
PYL22: Conlay,KJ13: Masjid Jamek
PYL22: Conlay,SP12: Cheras
PYL22: Conlay,KJ24: Kelana Jaya
PYL22: Conlay,KJ10: KLCC
PYL22: Conlay,SP18: Sri Petaling
PYL22: Conlay,KJ07: Dato' Keramat
PYL22: Conlay,KJ09: Ampang Park
PYL22: Conlay,SP16: Sungai Besi
PYL22: Conlay,KJ19: Universiti
PYL22: Conlay,AG17: Cahaya
PYL22: Conlay,SP24: IOI Puchong Jaya
PYL22: Conlay,KG04: Kwasa Damansara
PYL22: Conlay,KG28: Sri Raya
PYL22: Conlay,AG11: Chan Sow Lin
PYL22: Conlay,KJ03: Wangsa Maju
PYL22: Conlay,KG12: Phileo Damansara
PYL22: Conlay,KG17: Merdeka
PYL22: Conlay,SP25: Pusat Bandar Puchong
PYL22: Conlay,KJ11: Kampung Baru
PYL22: Conlay,KJ16: Bank Rakyat Bangsar
PYL22: Conlay,KJ32: Taipan
PYL22: Conlay,SP15: Bandar Tasik Selatan
PYL22: Conlay,KJ29: SS 15
PYL22: Conlay,SP21: Alam Sutera
PYL22: Conlay,AG12: Miharja
PYL22: Conlay,KG26: Taman Connaught
PYL22: Conlay,KG22: Maluri
PYL22: Conlay,KJ12: Dang Wangi
PYL22: Conlay,MR07: Raja Chulan
PYL22: Conlay,MR02: Tun Sambanthan
PYL22: Conlay,KG20: Tun Razak Exchange
PYL22: Conlay,KJ31: USJ 7
PYL22: Conlay,KG08: Mutiara Damansara
PYL22: Conlay,KG16: Pasar Seni
PYL22: Conlay,KJ01: Gombak
PYL22: Conlay,SP31: Putra Heights
PYL22: Conlay,SP20: Muhibbah
PYL22: Conlay,KG23: Taman Pertama
PYL22: Conlay,KJ20: Taman Jaya
PYL22: Conlay,AG13: Maluri
PYL22: Conlay,KJ30: SS 18
PYL22: Conlay,KG06: Kota Damansara
PYL22: Conlay,SP22: Kinrara
PYL22: Conlay,KJ05: Setiawangsa
PYL22: Conlay,AG03: Titiwangsa
PYL22: Conlay,SP29: Puchong Prima
PYL22: Conlay,KJ23: Taman Bahagia
PYL22: Conlay,KG35: Kajang
PYL22: Conlay,KJ34: USJ 21
PYL22: Conlay,SP27: Bandar Puteri
PYL22: Conlay,KJ36: Subang Alam
PYL22: Conlay,KJ26: Ara Damansara
PYL22: Conlay,KG25: Taman Mutiara
PYL22: Conlay,BRT01: Sunway-Setia Jaya
PYL22: Conlay,KG14: Semantan
PYL22: Conlay,AG05: Sultan Ismail
PYL22: Conlay,KJ35: Alam Megah
PYL22: Conlay,AG06: Bandaraya
PYL22: Conlay,KJ15: KL Sentral
PYL22: Conlay,SP26: Taman Perindustrian Puchong
PYL22: Conlay,AG15: Pandan Indah
PYL22: Conlay,MR03: Maharajalela
PYL22: Conlay,KG29: Bandar Tun Hussien Onn
PYL22: Conlay,AG04: PWTC
PYL22: Conlay,AG08: Plaza Rakyat
PYL22: Conlay,KG27: Taman Suntex
PYL22: Conlay,SP14: Bandar Tun Razak
PYL22: Conlay,KG31: Bukit Dukung
PYL22: Conlay,SP28: Puchong Perdana
PYL22: Conlay,AG14: Pandan Jaya
PYL22: Conlay,KG24: Taman Midah
PYL22: Conlay,KJ28: Subang Jaya
PYL22: Conlay,AG02: Sentul
PYL22: Conlay,PYL04: Sungai Buloh
PYL22: Conlay,SP13: Salak Selatan
PYL22: Conlay,MR10: Chow Kit
PYL22: Conlay,BRT02: Mentari
PYL22: Conlay,KJ27: Cgc Glenmarie
PYL22: Conlay,KJ06: Jelatek
PYL22: Conlay,KJ08: Damai
PYL22: Conlay,KJ25: Lembah Subang
PYL22: Conlay,KG07: Surian
PYL22: Conlay,KG09: Bandar Utama
PYL22: Conlay,SP17: Bukit Jalil
PYL22: Conlay,AG01: Sentul Timur
PYL22: Conlay,KJ18: Kerinchi
PYL22: Conlay,KG10: TTDI
PYL22: Conlay,KJ22: Taman Paramount
PYL24: Chan Sow Lin,KJ34: USJ 21
PYL24: Chan Sow Lin,KJ32: Taipan
PYL24: Chan Sow Lin,SP18: Sri Petaling
PYL24: Chan Sow Lin,KJ02: Taman Melati
PYL24: Chan Sow Lin,MR02: Tun Sambanthan
PYL24: Chan Sow Lin,AG12: Miharja
PYL24: Chan Sow Lin,KG09: Bandar Utama
PYL24: Chan Sow Lin,KG25: Taman Mutiara
PYL24: Chan Sow Lin,PYL04: Sungai Buloh
PYL24: Chan Sow Lin,KJ16: Bank Rakyat Bangsar
PYL24: Chan Sow Lin,KG06: Kota Damansara
PYL24: Chan Sow Lin,KJ05: Setiawangsa
PYL24: Chan Sow Lin,KG04: Kwasa Damansara
PYL24: Chan Sow Lin,BRT02: Mentari
PYL24: Chan Sow Lin,SP31: Putra Heights
PYL24: Chan Sow Lin,SP15: Bandar Tasik Selatan
PYL24: Chan Sow Lin,KG23: Taman Pertama
PYL24: Chan Sow Lin,MR09: Medan Tuanku
PYL24: Chan Sow Lin,AG14: Pandan Jaya
PYL24: Chan Sow Lin,KJ20: Taman Jaya
PYL24: Chan Sow Lin,KJ25: Lembah Subang
PYL24: Chan Sow Lin,KJ04: Sri Rampai
PYL24: Chan Sow Lin,KJ28: Subang Jaya
PYL24: Chan Sow Lin,KJ21: Asia Jaya
PYL24: Chan Sow Lin,AG04: PWTC
PYL24: Chan Sow Lin,KG14: Semantan
PYL24: Chan Sow Lin,MR03: Maharajalela
PYL24: Chan Sow Lin,KJ11: Kampung Baru
PYL24: Chan Sow Lin,SP20: Muhibbah
PYL24: Chan Sow Lin,AG07: Masjid Jamek
PYL24: Chan Sow Lin,KJ24: Kelana Jaya
PYL24: Chan Sow Lin,KG21: Cochrane
PYL24: Chan Sow Lin,PYL03: Kampung Selamat
PYL24: Chan Sow Lin,KG29: Bandar Tun Hussien Onn
PYL24: Chan Sow Lin,KJ17: Abdullah Hukum
PYL24: Chan Sow Lin,KG24: Taman Midah
PYL24: Chan Sow Lin,AG18: Ampang
PYL24: Chan Sow Lin,AG06: Bandaraya
PYL24: Chan Sow Lin,BRT01: Sunway-Setia Jaya
PYL24: Chan Sow Lin,KJ29: SS 15
PYL24: Chan Sow Lin,KG30: Batu 11 Cheras
PYL24: Chan Sow Lin,MR07: Raja Chulan
PYL24: Chan Sow Lin,KG31: Bukit Dukung
PYL24: Chan Sow Lin,MR08: Bukit Nanas
PYL24: Chan Sow Lin,KG28: Sri Raya
PYL24: Chan Sow Lin,KJ15: KL Sentral
PYL24: Chan Sow Lin,SP16: Sungai Besi
PYL24: Chan Sow Lin,KJ35: Alam Megah
PYL24: Chan Sow Lin,MR11: Titiwangsa
PYL24: Chan Sow Lin,KJ03: Wangsa Maju
PYL24: Chan Sow Lin,A0: All Stations
PYL24: Chan Sow Lin,AG05: Sultan Ismail
PYL24: Chan Sow Lin,KG20: Tun Razak Exchange
PYL24: Chan Sow Lin,MR10: Chow Kit
PYL24: Chan Sow Lin,KJ14: Pasar Seni
PYL24: Chan Sow Lin,KG12: Phileo Damansara
PYL24: Chan Sow Lin,MR05: Imbi
PYL24: Chan Sow Lin,KJ27: Cgc Glenmarie
PYL24: Chan Sow Lin,KG33: Sungai Jernih
PYL24: Chan Sow Lin,KG35: Kajang
PYL24: Chan Sow Lin,SP17: Bukit Jalil
PYL24: Chan Sow Lin,BRT06: South Quay-USJ 1
PYL24: Chan Sow Lin,KG22: Maluri
PYL24: Chan Sow Lin,AG02: Sentul
PYL24: Chan Sow Lin,KJ13: Masjid Jamek
PYL24: Chan Sow Lin,KG27: Taman Suntex
PYL24: Chan Sow Lin,KJ18: Kerinchi
PYL24: Chan Sow Lin,KJ33: Wawasan
PYL24: Chan Sow Lin,KG16: Pasar Seni
PYL24: Chan Sow Lin,AG16: Cempaka
PYL24: Chan Sow Lin,SP21: Alam Sutera
PYL24: Chan Sow Lin,AG08: Plaza Rakyat
PYL24: Chan Sow Lin,SP14: Bandar Tun Razak
PYL24: Chan Sow Lin,KG13: Pusat Bandar Damansara
PYL24: Chan Sow Lin,AG10: Pudu
PYL24: Chan Sow Lin,BRT05: SunU-Monash
PYL24: Chan Sow Lin,AG03: Titiwangsa
PYL24: Chan Sow Lin,SP27: Bandar Puteri
PYL24: Chan Sow Lin,SP26: Taman Perindustrian Puchong
PYL24: Chan Sow Lin,KG34: Stadium Kajang
PYL24: Chan Sow Lin,AG11: Chan Sow Lin
PYL24: Chan Sow Lin,KJ23: Taman Bahagia
PYL24: Chan Sow Lin,SP29: Puchong Prima
PYL24: Chan Sow Lin,KJ01: Gombak
PYL24: Chan Sow Lin,BRT04: SunMed
PYL24: Chan Sow Lin,SP25: Pusat Bandar Puchong
PYL24: Chan Sow Lin,SP12: Cheras
PYL24: Chan Sow Lin,SP19: Awan Besar
PYL24: Chan Sow Lin,AG09: Hang Tuah
PYL24: Chan Sow Lin,KJ26: Ara Damansara
PYL24: Chan Sow Lin,KG15: Muzium Negara
PYL24: Chan Sow Lin,KJ19: Universiti
PYL24: Chan Sow Lin,SP22: Kinrara
PYL24: Chan Sow Lin,KG26: Taman Connaught
PYL24: Chan Sow Lin,KG05: Kwasa Sentral
PYL24: Chan Sow Lin,AG01: Sentul Timur
PYL24: Chan Sow Lin,KJ30: SS 18
PYL24: Chan Sow Lin,KG10: TTDI
PYL24: Chan Sow Lin,KJ10: KLCC
PYL24: Chan Sow Lin,KG17: Merdeka
PYL24: Chan Sow Lin,KG18: Bukit Bintang
PYL24: Chan Sow Lin,KJ12: Dang Wangi
PYL24: Chan Sow Lin,KJ07: Dato' Keramat
PYL24: Chan Sow Lin,SP28: Puchong Perdana
PYL24: Chan Sow Lin,KJ08: Damai
PYL24: Chan Sow Lin,MR01: KL Sentral
PYL24: Chan Sow Lin,MR06: Bukit Bintang
PYL24: Chan Sow Lin,BRT03: Sunway Lagoon
PYL24: Chan Sow Lin,KG07: Surian
PYL24: Chan Sow Lin,KJ22: Taman Paramount
PYL24: Chan Sow Lin,KJ31: USJ 7
PYL24: Chan Sow Lin,AG17: Cahaya
PYL24: Chan Sow Lin,MR04: Hang Tuah
PYL24: Chan Sow Lin,KG08: Mutiara Damansara
PYL24: Chan Sow Lin,AG13: Maluri
PYL24: Chan Sow Lin,KJ06: Jelatek
PYL24: Chan Sow Lin,AG15: Pandan Indah
PYL24: Chan Sow Lin,KJ09: Ampang Park
PYL24: Chan Sow Lin,KJ36: Subang Alam
PYL24: Chan Sow Lin,SP13: Salak Selatan
PYL27: Kuchai,KJ35: Alam Megah
PYL27: Kuchai,MR04: Hang Tuah
PYL27: Kuchai,KJ31: USJ 7
PYL27: Kuchai,AG01: Sentul Timur
PYL27: Kuchai,MR07: Raja Chulan
PYL27: Kuchai,KJ33: Wawasan
PYL27: Kuchai,KJ34: USJ 21
PYL27: Kuchai,KJ12: Dang Wangi
PYL27: Kuchai,SP27: Bandar Puteri
PYL27: Kuchai,SP12: Cheras
PYL27: Kuchai,KJ32: Taipan
PYL27: Kuchai,KJ10: KLCC
PYL27: Kuchai,SP21: Alam Sutera
PYL27: Kuchai,SP31: Putra Heights
PYL27: Kuchai,KG15: Muzium Negara
PYL27: Kuchai,AG13: Maluri
PYL27: Kuchai,KJ15: KL Sentral
PYL27: Kuchai,AG14: Pandan Jaya
PYL27: Kuchai,PYL03: Kampung Selamat
PYL27: Kuchai,SP29: Puchong Prima
PYL27: Kuchai,SP25: Pusat Bandar Puchong
PYL27: Kuchai,KJ17: Abdullah Hukum
PYL27: Kuchai,AG04: PWTC
PYL27: Kuchai,KJ05: Setiawangsa
PYL27: Kuchai,MR06: Bukit Bintang
PYL27: Kuchai,MR02: Tun Sambanthan
PYL27: Kuchai,KJ02: Taman Melati
PYL27: Kuchai,KG04: Kwasa Damansara
PYL27: Kuchai,BRT02: Mentari
PYL27: Kuchai,KJ11: Kampung Baru
PYL27: Kuchai,KJ36: Subang Alam
PYL27: Kuchai,MR09: Medan Tuanku
PYL27: Kuchai,KG31: Bukit Dukung
PYL27: Kuchai,KG18: Bukit Bintang
PYL27: Kuchai,AG09: Hang Tuah
PYL27: Kuchai,KJ28: Subang Jaya
PYL27: Kuchai,KJ27: Cgc Glenmarie
PYL27: Kuchai,SP24: IOI Puchong Jaya
PYL27: Kuchai,KJ16: Bank Rakyat Bangsar
PYL27: Kuchai,SP26: Taman Perindustrian Puchong
PYL27: Kuchai,SP13: Salak Selatan
PYL27: Kuchai,KJ13: Masjid Jamek
PYL27: Kuchai,KJ24: Kelana Jaya
PYL27: Kuchai,KG26: Taman Connaught
PYL27: Kuchai,AG03: Titiwangsa
PYL27: Kuchai,SP14: Bandar Tun Razak
PYL27: Kuchai,A0: All Stations
PYL27: Kuchai,KG07: Surian
PYL27: Kuchai,SP15: Bandar Tasik Selatan
PYL27: Kuchai,SP20: Muhibbah
PYL27: Kuchai,BRT05: SunU-Monash
PYL27: Kuchai,KG35: Kajang
PYL27: Kuchai,KJ06: Jelatek
PYL27: Kuchai,AG02: Sentul
PYL27: Kuchai,KJ21: Asia Jaya
PYL27: Kuchai,KG08: Mutiara Damansara
PYL27: Kuchai,AG12: Miharja
PYL27: Kuchai,AG11: Chan Sow Lin
PYL27: Kuchai,SP17: Bukit Jalil
PYL27: Kuchai,KJ23: Taman Bahagia
PYL27: Kuchai,KG05: Kwasa Sentral
PYL27: Kuchai,BRT01: Sunway-Setia Jaya
PYL27: Kuchai,KJ08: Damai
PYL27: Kuchai,KG06: Kota Damansara
PYL27: Kuchai,KG29: Bandar Tun Hussien Onn
PYL27: Kuchai,SP16: Sungai Besi
PYL27: Kuchai,KJ25: Lembah Subang
PYL27: Kuchai,KG22: Maluri
PYL27: Kuchai,KG16: Pasar Seni
PYL27: Kuchai,KG23: Taman Pertama
PYL27: Kuchai,AG15: Pandan Indah
PYL27: Kuchai,MR10: Chow Kit
PYL27: Kuchai,PYL04: Sungai Buloh
PYL27: Kuchai,KG21: Cochrane
PYL27: Kuchai,BRT04: SunMed
PYL27: Kuchai,AG07: Masjid Jamek
PYL27: Kuchai,KG13: Pusat Bandar Damansara
PYL27: Kuchai,AG18: Ampang
PYL27: Kuchai,MR03: Maharajalela
PYL27: Kuchai,AG16: Cempaka
PYL27: Kuchai,KJ22: Taman Paramount
PYL27: Kuchai,KJ18: Kerinchi
PYL27: Kuchai,KJ07: Dato' Keramat
PYL27: Kuchai,SP19: Awan Besar
PYL27: Kuchai,KG24: Taman Midah
PYL27: Kuchai,BRT03: Sunway Lagoon
PYL27: Kuchai,SP18: Sri Petaling
PYL27: Kuchai,KJ29: SS 15
PYL27: Kuchai,KG20: Tun Razak Exchange
PYL27: Kuchai,KG10: TTDI
PYL27: Kuchai,KJ26: Ara Damansara
PYL27: Kuchai,KG27: Taman Suntex
PYL27: Kuchai,AG17: Cahaya
PYL27: Kuchai,AG05: Sultan Ismail
PYL27: Kuchai,KG14: Semantan
PYL27: Kuchai,KG34: Stadium Kajang
PYL27: Kuchai,SP28: Puchong Perdana
PYL27: Kuchai,BRT06: South Quay-USJ 1
PYL27: Kuchai,MR05: Imbi
PYL27: Kuchai,KJ30: SS 18
PYL27: Kuchai,MR08: Bukit Nanas
PYL27: Kuchai,KG09: Bandar Utama
PYL27: Kuchai,KJ14: Pasar Seni
PYL27: Kuchai,KJ04: Sri Rampai
PYL27: Kuchai,KG25: Taman Mutiara
PYL27: Kuchai,KG30: Batu 11 Cheras
PYL27: Kuchai,KG28: Sri Raya
PYL27: Kuchai,MR01: KL Sentral
PYL27: Kuchai,KG12: Phileo Damansara
PYL27: Kuchai,KJ20: Taman Jaya
PYL27: Kuchai,AG10: Pudu
PYL27: Kuchai,SP22: Kinrara
PYL27: Kuchai,KJ09: Ampang Park
PYL27: Kuchai,KJ01: Gombak
PYL27: Kuchai,MR11: Titiwangsa
PYL27: Kuchai,AG08: Plaza Rakyat
PYL27: Kuchai,KG17: Merdeka
PYL27: Kuchai,KJ03: Wangsa Maju
PYL27: Kuchai,KG33: Sungai Jernih
PYL27: Kuchai,KJ19: Universiti
PYL28: Taman Naga Emas,KJ17: Abdullah Hukum
PYL28: Taman Naga Emas,KJ18: Kerinchi
PYL28: Taman Naga Emas,AG07: Masjid Jamek
PYL28: Taman Naga Emas,KJ28: Subang Jaya
PYL28: Taman Naga Emas,KJ14: Pasar Seni
PYL28: Taman Naga Emas,KG33: Sungai Jernih
PYL28: Taman Naga Emas,KJ06: Jelatek
PYL28: Taman Naga Emas,KJ33: Wawasan
PYL28: Taman Naga Emas,KG16: Pasar Seni
PYL28: Taman Naga Emas,AG05: Sultan Ismail
PYL28: Taman Naga Emas,KG07: Surian
PYL28: Taman Naga Emas,KJ02: Taman Melati
PYL28: Taman Naga Emas,KJ27: Cgc Glenmarie
PYL28: Taman Naga Emas,KJ01: Gombak
PYL28: Taman Naga Emas,KJ24: Kelana Jaya
PYL28: Taman Naga Emas,KG28: Sri Raya
PYL28: Taman Naga Emas,KJ26: Ara Damansara
PYL28: Taman Naga Emas,AG11: Chan Sow Lin
PYL28: Taman Naga Emas,MR03: Maharajalela
PYL28: Taman Naga Emas,KG23: Taman Pertama
PYL28: Taman Naga Emas,SP13: Salak Selatan
PYL28: Taman Naga Emas,AG14: Pandan Jaya
PYL28: Taman Naga Emas,SP26: Taman Perindustrian Puchong
PYL28: Taman Naga Emas,BRT05: SunU-Monash
PYL28: Taman Naga Emas,SP25: Pusat Bandar Puchong
PYL28: Taman Naga Emas,SP12: Cheras
PYL28: Taman Naga Emas,KJ20: Taman Jaya
PYL28: Taman Naga Emas,AG15: Pandan Indah
PYL28: Taman Naga Emas,MR02: Tun Sambanthan
PYL28: Taman Naga Emas,KG13: Pusat Bandar Damansara
PYL28: Taman Naga Emas,AG09: Hang Tuah
PYL28: Taman Naga Emas,KJ19: Universiti
PYL28: Taman Naga Emas,KG27: Taman Suntex
PYL28: Taman Naga Emas,BRT02: Mentari
PYL28: Taman Naga Emas,KJ36: Subang Alam
PYL28: Taman Naga Emas,KG04: Kwasa Damansara
PYL28: Taman Naga Emas,KJ16: Bank Rakyat Bangsar
PYL28: Taman Naga Emas,AG06: Bandaraya
PYL28: Taman Naga Emas,AG10: Pudu
PYL28: Taman Naga Emas,KG26: Taman Connaught
PYL28: Taman Naga Emas,AG08: Plaza Rakyat
PYL28: Taman Naga Emas,KJ08: Damai
PYL28: Taman Naga Emas,KJ34: USJ 21
PYL28: Taman Naga Emas,KJ15: KL Sentral
PYL28: Taman Naga Emas,SP22: Kinrara
PYL28: Taman Naga Emas,SP19: Awan Besar
PYL28: Taman Naga Emas,A0: All Stations
PYL28: Taman Naga Emas,MR08: Bukit Nanas
PYL28: Taman Naga Emas,KG35: Kajang
PYL28: Taman Naga Emas,MR06: Bukit Bintang
PYL28: Taman Naga Emas,BRT03: Sunway Lagoon
PYL28: Taman Naga Emas,AG17: Cahaya
PYL28: Taman Naga Emas,KG08: Mutiara Damansara
PYL28: Taman Naga Emas,KJ32: Taipan
PYL28: Taman Naga Emas,BRT04: SunMed
PYL28: Taman Naga Emas,MR09: Medan Tuanku
PYL28: Taman Naga Emas,SP20: Muhibbah
PYL28: Taman Naga Emas,AG16: Cempaka
PYL28: Taman Naga Emas,SP16: Sungai Besi
PYL28: Taman Naga Emas,SP17: Bukit Jalil
PYL28: Taman Naga Emas,AG01: Sentul Timur
PYL28: Taman Naga Emas,KG12: Phileo Damansara
PYL28: Taman Naga Emas,KJ09: Ampang Park
PYL28: Taman Naga Emas,KJ23: Taman Bahagia
PYL28: Taman Naga Emas,KJ12: Dang Wangi
PYL28: Taman Naga Emas,SP18: Sri Petaling
PYL28: Taman Naga Emas,KG09: Bandar Utama
PYL28: Taman Naga Emas,KG05: Kwasa Sentral
PYL28: Taman Naga Emas,KJ10: KLCC
PYL28: Taman Naga Emas,AG04: PWTC
PYL28: Taman Naga Emas,SP14: Bandar Tun Razak
PYL28: Taman Naga Emas,KG29: Bandar Tun Hussien Onn
PYL28: Taman Naga Emas,KG10: TTDI
PYL28: Taman Naga Emas,AG13: Maluri
PYL28: Taman Naga Emas,AG03: Titiwangsa
PYL28: Taman Naga Emas,KJ30: SS 18
PYL28: Taman Naga Emas,KJ13: Masjid Jamek
PYL28: Taman Naga Emas,MR07: Raja Chulan
PYL28: Taman Naga Emas,SP21: Alam Sutera
PYL28: Taman Naga Emas,KJ04: Sri Rampai
PYL28: Taman Naga Emas,KG17: Merdeka
PYL28: Taman Naga Emas,BRT01: Sunway-Setia Jaya
PYL28: Taman Naga Emas,KG34: Stadium Kajang
PYL28: Taman Naga Emas,KJ25: Lembah Subang
PYL28: Taman Naga Emas,AG12: Miharja
PYL28: Taman Naga Emas,SP28: Puchong Perdana
PYL28: Taman Naga Emas,KG06: Kota Damansara
PYL28: Taman Naga Emas,KG24: Taman Midah
PYL28: Taman Naga Emas,KJ29: SS 15
PYL28: Taman Naga Emas,KG31: Bukit Dukung
PYL28: Taman Naga Emas,SP31: Putra Heights
PYL28: Taman Naga Emas,SP27: Bandar Puteri
PYL28: Taman Naga Emas,KG20: Tun Razak Exchange
PYL28: Taman Naga Emas,KJ31: USJ 7
PYL28: Taman Naga Emas,MR11: Titiwangsa
PYL28: Taman Naga Emas,SP24: IOI Puchong Jaya
PYL28: Taman Naga Emas,KG21: Cochrane
PYL28: Taman Naga Emas,KJ11: Kampung Baru
PYL28: Taman Naga Emas,MR04: Hang Tuah
PYL28: Taman Naga Emas,KG15: Muzium Negara
PYL28: Taman Naga Emas,MR01: KL Sentral
PYL28: Taman Naga Emas,KJ22: Taman Paramount
PYL28: Taman Naga Emas,KJ21: Asia Jaya
PYL28: Taman Naga Emas,SP15: Bandar Tasik Selatan
PYL28: Taman Naga Emas,MR10: Chow Kit
PYL28: Taman Naga Emas,MR05: Imbi
PYL28: Taman Naga Emas,KG18: Bukit Bintang
PYL28: Taman Naga Emas,BRT06: South Quay-USJ 1
PYL28: Taman Naga Emas,KG25: Taman Mutiara
PYL28: Taman Naga Emas,AG18: Ampang
PYL28: Taman Naga Emas,SP29: Puchong Prima
PYL28: Taman Naga Emas,KG22: Maluri
PYL28: Taman Naga Emas,PYL04: Sungai Buloh
PYL28: Taman Naga Emas,KJ07: Dato' Keramat
PYL28: Taman Naga Emas,PYL03: Kampung Selamat
PYL28: Taman Naga Emas,KG14: Semantan
PYL28: Taman Naga Emas,KJ03: Wangsa Maju
PYL28: Taman Naga Emas,KG30: Batu 11 Cheras
PYL28: Taman Naga Emas,AG02: Sentul
PYL28: Taman Naga Emas,KJ05: Setiawangsa
PYL29: Sungai Besi,AG14: Pandan Jaya
PYL29: Sungai Besi,KJ31: USJ 7
PYL29: Sungai Besi,SP21: Alam Sutera
PYL29: Sungai Besi,AG04: PWTC
PYL29: Sungai Besi,KG05: Kwasa Sentral
PYL29: Sungai Besi,AG07: Masjid Jamek
PYL29: Sungai Besi,BRT01: Sunway-Setia Jaya
PYL29: Sungai Besi,PYL03: Kampung Selamat
PYL29: Sungai Besi,KG29: Bandar Tun Hussien Onn
PYL29: Sungai Besi,AG01: Sentul Timur
PYL29: Sungai Besi,KG10: TTDI
PYL29: Sungai Besi,KG12: Phileo Damansara
PYL29: Sungai Besi,AG05: Sultan Ismail
PYL29: Sungai Besi,KG30: Batu 11 Cheras
PYL29: Sungai Besi,MR11: Titiwangsa
PYL29: Sungai Besi,AG18: Ampang
PYL29: Sungai Besi,KJ16: Bank Rakyat Bangsar
PYL29: Sungai Besi,AG17: Cahaya
PYL29: Sungai Besi,SP28: Puchong Perdana
PYL29: Sungai Besi,BRT04: SunMed
PYL29: Sungai Besi,MR08: Bukit Nanas
PYL29: Sungai Besi,KJ04: Sri Rampai
PYL29: Sungai Besi,KJ09: Ampang Park
PYL29: Sungai Besi,KG07: Surian
PYL29: Sungai Besi,KG06: Kota Damansara
PYL29: Sungai Besi,SP20: Muhibbah
PYL29: Sungai Besi,MR05: Imbi
PYL29: Sungai Besi,SP26: Taman Perindustrian Puchong
PYL29: Sungai Besi,KJ07: Dato' Keramat
PYL29: Sungai Besi,KG28: Sri Raya
PYL29: Sungai Besi,MR02: Tun Sambanthan
PYL29: Sungai Besi,KG34: Stadium Kajang
PYL29: Sungai Besi,KG26: Taman Connaught
PYL29: Sungai Besi,KJ35: Alam Megah
PYL29: Sungai Besi,KG15: Muzium Negara
PYL29: Sungai Besi,AG09: Hang Tuah
PYL29: Sungai Besi,SP17: Bukit Jalil
PYL29: Sungai Besi,SP24: IOI Puchong Jaya
PYL29: Sungai Besi,MR04: Hang Tuah
PYL29: Sungai Besi,BRT03: Sunway Lagoon
PYL29: Sungai Besi,SP19: Awan Besar
PYL29: Sungai Besi,MR09: Medan Tuanku
PYL29: Sungai Besi,KG27: Taman Suntex
PYL29: Sungai Besi,KJ33: Wawasan
PYL29: Sungai Besi,KG31: Bukit Dukung
PYL29: Sungai Besi,SP22: Kinrara
PYL29: Sungai Besi,SP31: Putra Heights
PYL29: Sungai Besi,KG18: Bukit Bintang
PYL29: Sungai Besi,KJ11: Kampung Baru
PYL29: Sungai Besi,KG24: Taman Midah
PYL29: Sungai Besi,KJ06: Jelatek
PYL29: Sungai Besi,BRT05: SunU-Monash
PYL29: Sungai Besi,MR10: Chow Kit
PYL29: Sungai Besi,KJ32: Taipan
PYL29: Sungai Besi,KG22: Maluri
PYL29: Sungai Besi,KJ05: Setiawangsa
PYL29: Sungai Besi,KJ13: Masjid Jamek
PYL29: Sungai Besi,KJ14: Pasar Seni
PYL29: Sungai Besi,AG02: Sentul
PYL29: Sungai Besi,MR01: KL Sentral
PYL29: Sungai Besi,KG13: Pusat Bandar Damansara
PYL29: Sungai Besi,KJ02: Taman Melati
PYL29: Sungai Besi,KG16: Pasar Seni
PYL29: Sungai Besi,KJ34: USJ 21
PYL29: Sungai Besi,SP18: Sri Petaling
PYL29: Sungai Besi,KJ18: Kerinchi
PYL29: Sungai Besi,A0: All Stations
PYL29: Sungai Besi,SP16: Sungai Besi
PYL29: Sungai Besi,BRT06: South Quay-USJ 1
PYL29: Sungai Besi,AG12: Miharja
PYL29: Sungai Besi,AG13: Maluri
PYL29: Sungai Besi,KG33: Sungai Jernih
PYL29: Sungai Besi,KG25: Taman Mutiara
PYL29: Sungai Besi,MR03: Maharajalela
PYL29: Sungai Besi,KJ28: Subang Jaya
PYL29: Sungai Besi,KJ20: Taman Jaya
PYL29: Sungai Besi,SP14: Bandar Tun Razak
PYL29: Sungai Besi,KG09: Bandar Utama
PYL29: Sungai Besi,PYL04: Sungai Buloh
PYL29: Sungai Besi,AG11: Chan Sow Lin
PYL29: Sungai Besi,KJ15: KL Sentral
PYL29: Sungai Besi,KJ01: Gombak
PYL29: Sungai Besi,BRT02: Mentari
PYL29: Sungai Besi,KJ22: Taman Paramount
PYL29: Sungai Besi,KJ29: SS 15
PYL29: Sungai Besi,AG03: Titiwangsa
PYL29: Sungai Besi,AG06: Bandaraya
PYL29: Sungai Besi,KG17: Merdeka
PYL29: Sungai Besi,KG14: Semantan
PYL29: Sungai Besi,KJ30: SS 18
PYL29: Sungai Besi,KG04: Kwasa Damansara
PYL29: Sungai Besi,KJ36: Subang Alam
PYL29: Sungai Besi,MR07: Raja Chulan
PYL29: Sungai Besi,AG10: Pudu
PYL29: Sungai Besi,KG20: Tun Razak Exchange
PYL29: Sungai Besi,KJ12: Dang Wangi
PYL29: Sungai Besi,AG16: Cempaka
PYL29: Sungai Besi,KJ21: Asia Jaya
PYL29: Sungai Besi,KJ23: Taman Bahagia
PYL29: Sungai Besi,MR06: Bukit Bintang
PYL29: Sungai Besi,KJ08: Damai
PYL29: Sungai Besi,SP15: Bandar Tasik Selatan
PYL29: Sungai Besi,SP27: Bandar Puteri
PYL29: Sungai Besi,KJ24: Kelana Jaya
PYL29: Sungai Besi,KJ17: Abdullah Hukum
PYL29: Sungai Besi,KG35: Kajang
