Origin,Destination
KJ24: Kelana Jaya,AG05: Sultan Ismail
KJ24: Kelana Jaya,KJ13: Masjid Jamek
KJ24: Kelana Jaya,AG16: Cempaka
KJ24: Kelana Jaya,KG09: Bandar Utama
KJ24: Kelana Jaya,KJ04: Sri Rampai
KJ24: Kelana Jaya,AG18: Ampang
KJ24: Kelana Jaya,KJ20: Taman Jaya
KJ24: Kelana Jaya,MR10: Chow Kit
KJ24: Kelana Jaya,MR03: Maharajalela
KJ24: Kelana Jaya,KG33: Sungai Jernih
KJ24: Kelana Jaya,KG31: Bukit Dukung
KJ24: Kelana Jaya,KG25: Taman Mutiara
KJ24: Kelana Jaya,AG09: Hang Tuah
KJ24: Kelana Jaya,KJ02: Taman Melati
KJ24: Kelana Jaya,AG08: Plaza Rakyat
KJ24: Kelana Jaya,KJ32: Taipan
KJ24: Kelana Jaya,BRT01: Sunway-Setia Jaya
KJ24: Kelana Jaya,MR07: Raja Chulan
KJ24: Kelana Jaya,SP20: Muhibbah
KJ24: Kelana Jaya,KG18: Bukit Bintang
KJ24: Kelana Jaya,KJ16: Bank Rakyat Bangsar
KJ24: Kelana Jaya,KG35: Kajang
KJ24: Kelana Jaya,KJ12: Dang Wangi
KJ24: Kelana Jaya,KJ34: USJ 21
KJ24: Kelana Jaya,AG15: Pandan Indah
KJ24: Kelana Jaya,AG04: PWTC
KJ24: Kelana Jaya,MR06: Bukit Bintang
KJ24: Kelana Jaya,AG13: Maluri
KJ24: Kelana Jaya,AG14: Pandan Jaya
KJ24: Kelana Jaya,KJ15: KL Sentral
KJ24: Kelana Jaya,AG07: Masjid Jamek
KJ24: Kelana Jaya,MR02: Tun Sambanthan
KJ24: Kelana Jaya,KG23: Taman Pertama
KJ24: Kelana Jaya,SP17: Bukit Jalil
KJ24: Kelana Jaya,KG06: Kota Damansara
KJ24: Kelana Jaya,KG04: Kwasa Damansara
KJ24: Kelana Jaya,KJ07: Dato' Keramat
KJ24: Kelana Jaya,KJ10: KLCC
KJ24: Kelana Jaya,BRT03: Sunway Lagoon
KJ24: Kelana Jaya,SP15: Bandar Tasik Selatan
KJ24: Kelana Jaya,SP22: Kinrara
KJ24: Kelana Jaya,KG22: Maluri
KJ24: Kelana Jaya,PYL04: Sungai Buloh
KJ24: Kelana Jaya,KG28: Sri Raya
KJ24: Kelana Jaya,KJ28: Subang Jaya
KJ24: Kelana Jaya,BRT05: SunU-Monash
KJ24: Kelana Jaya,KG15: Muzium Negara
KJ24: Kelana Jaya,KJ21: Asia Jaya
KJ24: Kelana Jaya,SP14: Bandar Tun Razak
KJ24: Kelana Jaya,SP24: IOI Puchong Jaya
KJ24: Kelana Jaya,SP19: Awan Besar
KJ24: Kelana Jaya,KJ22: Taman Paramount
KJ24: Kelana Jaya,BRT06: South Quay-USJ 1
KJ24: Kelana Jaya,BRT02: Mentari
KJ24: Kelana Jaya,KG27: Taman Suntex
KJ24: Kelana Jaya,KJ14: Pasar Seni
KJ24: Kelana Jaya,AG06: Bandaraya
KJ24: Kelana Jaya,KJ09: Ampang Park
KJ24: Kelana Jaya,MR11: Titiwangsa
KJ24: Kelana Jaya,KJ18: Kerinchi
KJ24: Kelana Jaya,KG05: Kwasa Sentral
KJ24: Kelana Jaya,SP18: Sri Petaling
KJ24: Kelana Jaya,MR05: Imbi
KJ24: Kelana Jaya,KJ30: SS 18
KJ24: Kelana Jaya,KG16: Pasar Seni
KJ24: Kelana Jaya,SP21: Alam Sutera
KJ24: Kelana Jaya,KG26: Taman Connaught
KJ24: Kelana Jaya,SP31: Putra Heights
KJ24: Kelana Jaya,SP16: Sungai Besi
KJ24: Kelana Jaya,KJ17: Abdullah Hukum
KJ24: Kelana Jaya,KJ26: Ara Damansara
KJ24: Kelana Jaya,PYL03: Kampung Selamat
KJ24: Kelana Jaya,AG11: Chan Sow Lin
KJ24: Kelana Jaya,MR04: Hang Tuah
KJ24: Kelana Jaya,KJ25: Lembah Subang
KJ24: Kelana Jaya,KG24: Taman Midah
KJ24: Kelana Jaya,KG10: TTDI
KJ24: Kelana Jaya,SP27: Bandar Puteri
KJ24: Kelana Jaya,SP12: Cheras
KJ24: Kelana Jaya,KG20: Tun Razak Exchange
KJ24: Kelana Jaya,KJ06: Jelatek
KJ24: Kelana Jaya,KG07: Surian
KJ24: Kelana Jaya,KJ08: Damai
KJ24: Kelana Jaya,KG08: Mutiara Damansara
KJ24: Kelana Jaya,AG17: Cahaya
KJ24: Kelana Jaya,KJ33: Wawasan
KJ24: Kelana Jaya,KJ36: Subang Alam
KJ24: Kelana Jaya,KJ01: Gombak
KJ24: Kelana Jaya,KG30: Batu 11 Cheras
KJ24: Kelana Jaya,AG03: Titiwangsa
KJ24: Kelana Jaya,KG12: Phileo Damansara
KJ24: Kelana Jaya,KJ35: Alam Megah
KJ24: Kelana Jaya,SP13: Salak Selatan
KJ24: Kelana Jaya,KJ03: Wangsa Maju
KJ24: Kelana Jaya,KJ29: SS 15
KJ24: Kelana Jaya,AG10: Pudu
KJ24: Kelana Jaya,KJ31: USJ 7
KJ24: Kelana Jaya,MR09: Medan Tuanku
KJ24: Kelana Jaya,KG29: Bandar Tun Hussien Onn
KJ25: Lembah Subang,KG34: Stadium Kajang
KJ25: Lembah Subang,KJ26: Ara Damansara
KJ25: Lembah Subang,MR03: Maharajalela
KJ25: Lembah Subang,MR11: Titiwangsa
KJ25: Lembah Subang,KJ12: Dang Wangi
KJ25: Lembah Subang,KG04: Kwasa Damansara
KJ25: Lembah Subang,SP19: Awan Besar
KJ25: Lembah Subang,KJ28: Subang Jaya
KJ25: Lembah Subang,KJ07: Dato' Keramat
KJ25: Lembah Subang,AG13: Maluri
KJ25: Lembah Subang,SP22: Kinrara
KJ25: Lembah Subang,KG25: Taman Mutiara
KJ25: Lembah Subang,KJ03: Wangsa Maju
KJ25: Lembah Subang,MR04: Hang Tuah
KJ25: Lembah Subang,MR06: Bukit Bintang
KJ25: Lembah Subang,SP25: Pusat Bandar Puchong
KJ25: Lembah Subang,KG24: Taman Midah
KJ25: Lembah Subang,KJ17: Abdullah Hukum
KJ25: Lembah Subang,MR10: Chow Kit
KJ25: Lembah Subang,MR07: Raja Chulan
KJ25: Lembah Subang,KG06: Kota Damansara
KJ25: Lembah Subang,AG12: Miharja
KJ25: Lembah Subang,MR01: KL Sentral
KJ25: Lembah Subang,KJ23: Taman Bahagia
KJ25: Lembah Subang,AG04: PWTC
KJ25: Lembah Subang,KJ34: USJ 21
KJ25: Lembah Subang,KJ08: Damai
KJ25: Lembah Subang,AG18: Ampang
KJ25: Lembah Subang,KJ13: Masjid Jamek
KJ25: Lembah Subang,KJ32: Taipan
KJ25: Lembah Subang,KJ22: Taman Paramount
KJ25: Lembah Subang,KG27: Taman Suntex
KJ25: Lembah Subang,KJ11: Kampung Baru
KJ25: Lembah Subang,KJ10: KLCC
KJ25: Lembah Subang,MR05: Imbi
KJ25: Lembah Subang,KG20: Tun Razak Exchange
KJ25: Lembah Subang,SP27: Bandar Puteri
KJ25: Lembah Subang,SP17: Bukit Jalil
KJ25: Lembah Subang,AG06: Bandaraya
KJ25: Lembah Subang,AG10: Pudu
KJ25: Lembah Subang,BRT01: Sunway-Setia Jaya
KJ25: Lembah Subang,KJ05: Setiawangsa
KJ25: Lembah Subang,KG18: Bukit Bintang
KJ25: Lembah Subang,KJ19: Universiti
KJ25: Lembah Subang,KJ02: Taman Melati
KJ25: Lembah Subang,KJ29: SS 15
KJ25: Lembah Subang,KJ25: Lembah Subang
KJ25: Lembah Subang,MR09: Medan Tuanku
KJ25: Lembah Subang,KJ35: Alam Megah
KJ25: Lembah Subang,BRT04: SunMed
KJ25: Lembah Subang,KG26: Taman Connaught
KJ25: Lembah Subang,KG12: Phileo Damansara
KJ25: Lembah Subang,KG31: Bukit Dukung
KJ25: Lembah Subang,KG33: Sungai Jernih
KJ25: Lembah Subang,KG17: Merdeka
KJ25: Lembah Subang,PYL04: Sungai Buloh
KJ25: Lembah Subang,AG02: Sentul
KJ25: Lembah Subang,AG01: Sentul Timur
KJ25: Lembah Subang,KG07: Surian
KJ25: Lembah Subang,SP14: Bandar Tun Razak
KJ25: Lembah Subang,AG07: Masjid Jamek
KJ25: Lembah Subang,KJ31: USJ 7
KJ25: Lembah Subang,KG29: Bandar Tun Hussien Onn
KJ25: Lembah Subang,KG16: Pasar Seni
KJ25: Lembah Subang,SP21: Alam Sutera
KJ25: Lembah Subang,AG11: Chan Sow Lin
KJ25: Lembah Subang,AG08: Plaza Rakyat
KJ25: Lembah Subang,SP16: Sungai Besi
KJ25: Lembah Subang,KG30: Batu 11 Cheras
KJ25: Lembah Subang,AG14: Pandan Jaya
KJ25: Lembah Subang,KG23: Taman Pertama
KJ25: Lembah Subang,KG13: Pusat Bandar Damansara
KJ25: Lembah Subang,KJ27: Cgc Glenmarie
KJ25: Lembah Subang,AG09: Hang Tuah
KJ25: Lembah Subang,SP29: Puchong Prima
KJ25: Lembah Subang,AG17: Cahaya
KJ25: Lembah Subang,SP20: Muhibbah
KJ25: Lembah Subang,BRT06: South Quay-USJ 1
KJ25: Lembah Subang,KJ18: Kerinchi
KJ25: Lembah Subang,SP26: Taman Perindustrian Puchong
KJ25: Lembah Subang,KJ20: Taman Jaya
KJ25: Lembah Subang,KJ36: Subang Alam
KJ25: Lembah Subang,A0: All Stations
KJ25: Lembah Subang,KG08: Mutiara Damansara
KJ25: Lembah Subang,SP24: IOI Puchong Jaya
KJ25: Lembah Subang,KG05: Kwasa Sentral
KJ25: Lembah Subang,KJ06: Jelatek
KJ25: Lembah Subang,KG21: Cochrane
KJ25: Lembah Subang,KG35: Kajang
KJ25: Lembah Subang,KJ24: Kelana Jaya
KJ25: Lembah Subang,AG05: Sultan Ismail
KJ25: Lembah Subang,KJ09: Ampang Park
KJ25: Lembah Subang,KJ14: Pasar Seni
KJ25: Lembah Subang,AG15: Pandan Indah
KJ25: Lembah Subang,KG14: Semantan
KJ25: Lembah Subang,SP18: Sri Petaling
KJ25: Lembah Subang,SP28: Puchong Perdana
KJ25: Lembah Subang,KJ15: KL Sentral
KJ25: Lembah Subang,SP31: Putra Heights
KJ25: Lembah Subang,KG28: Sri Raya
KJ25: Lembah Subang,BRT02: Mentari
KJ25: Lembah Subang,SP13: Salak Selatan
KJ25: Lembah Subang,SP15: Bandar Tasik Selatan
KJ25: Lembah Subang,KJ30: SS 18
KJ25: Lembah Subang,AG03: Titiwangsa
KJ25: Lembah Subang,KG09: Bandar Utama
KJ25: Lembah Subang,AG16: Cempaka
KJ25: Lembah Subang,SP12: Cheras
KJ25: Lembah Subang,KG10: TTDI
KJ25: Lembah Subang,BRT05: SunU-Monash
KJ25: Lembah Subang,KG22: Maluri
KJ25: Lembah Subang,KJ33: Wawasan
KJ25: Lembah Subang,BRT03: Sunway Lagoon
KJ25: Lembah Subang,KJ01: Gombak
KJ25: Lembah Subang,KJ16: Bank Rakyat Bangsar
KJ25: Lembah Subang,KG15: Muzium Negara
KJ25: Lembah Subang,PYL03: Kampung Selamat
KJ25: Lembah Subang,KJ04: Sri Rampai
KJ26: Ara Damansara,SP22: Kinrara
KJ26: Ara Damansara,BRT02: Mentari
KJ26: Ara Damansara,AG06: Bandaraya
KJ26: Ara Damansara,MR03: Maharajalela
KJ26: Ara Damansara,MR02: Tun Sambanthan
KJ26: Ara Damansara,SP18: Sri Petaling
KJ26: Ara Damansara,SP28: Puchong Perdana
KJ26: Ara Damansara,BRT05: SunU-Monash
KJ26: Ara Damansara,SP12: Cheras
KJ26: Ara Damansara,AG14: Pandan Jaya
KJ26: Ara Damansara,SP24: IOI Puchong Jaya
KJ26: Ara Damansara,KG15: Muzium Negara
KJ26: Ara Damansara,MR11: Titiwangsa
KJ26: Ara Damansara,KG14: Semantan
KJ26: Ara Damansara,KJ12: Dang Wangi
KJ26: Ara Damansara,KG18: Bukit Bintang
KJ26: Ara Damansara,SP16: Sungai Besi
KJ26: Ara Damansara,KG35: Kajang
KJ26: Ara Damansara,KJ19: Universiti
KJ26: Ara Damansara,SP29: Puchong Prima
KJ26: Ara Damansara,PYL04: Sungai Buloh
KJ26: Ara Damansara,BRT04: SunMed
KJ26: Ara Damansara,KG16: Pasar Seni
KJ26: Ara Damansara,KG30: Batu 11 Cheras
KJ26: Ara Damansara,BRT01: Sunway-Setia Jaya
KJ26: Ara Damansara,KJ25: Lembah Subang
KJ26: Ara Damansara,BRT03: Sunway Lagoon
KJ26: Ara Damansara,AG07: Masjid Jamek
KJ26: Ara Damansara,KJ29: SS 15
KJ26: Ara Damansara,MR05: Imbi
KJ26: Ara Damansara,KG04: Kwasa Damansara
KJ26: Ara Damansara,KJ05: Setiawangsa
KJ26: Ara Damansara,AG04: PWTC
KJ26: Ara Damansara,MR09: Medan Tuanku
KJ26: Ara Damansara,KG25: Taman Mutiara
KJ26: Ara Damansara,KG28: Sri Raya
KJ26: Ara Damansara,KG07: Surian
KJ26: Ara Damansara,AG01: Sentul Timur
KJ26: Ara Damansara,MR01: KL Sentral
KJ26: Ara Damansara,KG31: Bukit Dukung
KJ26: Ara Damansara,KJ15: KL Sentral
KJ26: Ara Damansara,KG34: Stadium Kajang
KJ26: Ara Damansara,KJ20: Taman Jaya
KJ26: Ara Damansara,KJ35: Alam Megah
KJ26: Ara Damansara,KJ02: Taman Melati
KJ26: Ara Damansara,SP14: Bandar Tun Razak
KJ26: Ara Damansara,KG33: Sungai Jernih
KJ26: Ara Damansara,A0: All Stations
KJ26: Ara Damansara,KG08: Mutiara Damansara
KJ26: Ara Damansara,KJ24: Kelana Jaya
KJ26: Ara Damansara,KG12: Phileo Damansara
KJ26: Ara Damansara,KJ23: Taman Bahagia
KJ26: Ara Damansara,KG22: Maluri
KJ26: Ara Damansara,KG21: Cochrane
KJ26: Ara Damansara,SP27: Bandar Puteri
KJ26: Ara Damansara,KJ06: Jelatek
KJ26: Ara Damansara,SP15: Bandar Tasik Selatan
KJ26: Ara Damansara,SP20: Muhibbah
KJ26: Ara Damansara,KJ03: Wangsa Maju
KJ26: Ara Damansara,MR04: Hang Tuah
KJ26: Ara Damansara,KJ30: SS 18
KJ26: Ara Damansara,SP19: Awan Besar
KJ26: Ara Damansara,AG10: Pudu
KJ26: Ara Damansara,SP17: Bukit Jalil
KJ26: Ara Damansara,AG13: Maluri
KJ26: Ara Damansara,KJ21: Asia Jaya
KJ26: Ara Damansara,KG13: Pusat Bandar Damansara
KJ26: Ara Damansara,KJ26: Ara Damansara
KJ26: Ara Damansara,KG27: Taman Suntex
KJ26: Ara Damansara,KJ34: USJ 21
KJ26: Ara Damansara,AG02: Sentul
KJ26: Ara Damansara,KJ11: Kampung Baru
KJ26: Ara Damansara,AG18: Ampang
KJ26: Ara Damansara,KJ36: Subang Alam
KJ26: Ara Damansara,KG20: Tun Razak Exchange
KJ26: Ara Damansara,AG03: Titiwangsa
KJ26: Ara Damansara,KJ08: Damai
KJ26: Ara Damansara,AG08: Plaza Rakyat
KJ26: Ara Damansara,SP25: Pusat Bandar Puchong
KJ26: Ara Damansara,KG26: Taman Connaught
KJ26: Ara Damansara,KJ04: Sri Rampai
KJ26: Ara Damansara,AG05: Sultan Ismail
KJ26: Ara Damansara,KJ14: Pasar Seni
KJ26: Ara Damansara,PYL03: Kampung Selamat
KJ26: Ara Damansara,KJ13: Masjid Jamek
KJ26: Ara Damansara,MR08: Bukit Nanas
KJ26: Ara Damansara,KG29: Bandar Tun Hussien Onn
KJ26: Ara Damansara,KJ22: Taman Paramount
KJ26: Ara Damansara,AG09: Hang Tuah
KJ26: Ara Damansara,SP13: Salak Selatan
KJ26: Ara Damansara,KG06: Kota Damansara
KJ26: Ara Damansara,KJ32: Taipan
KJ26: Ara Damansara,KG09: Bandar Utama
KJ26: Ara Damansara,KJ01: Gombak
KJ26: Ara Damansara,SP21: Alam Sutera
KJ26: Ara Damansara,BRT06: South Quay-USJ 1
KJ26: Ara Damansara,KJ33: Wawasan
KJ26: Ara Damansara,AG17: Cahaya
KJ26: Ara Damansara,KJ17: Abdullah Hukum
KJ26: Ara Damansara,KG23: Taman Pertama
KJ26: Ara Damansara,SP31: Putra Heights
KJ26: Ara Damansara,KG10: TTDI
KJ26: Ara Damansara,KG05: Kwasa Sentral
KJ26: Ara Damansara,KJ28: Subang Jaya
KJ26: Ara Damansara,AG16: Cempaka
KJ26: Ara Damansara,MR06: Bukit Bintang
KJ26: Ara Damansara,KJ27: Cgc Glenmarie
KJ26: Ara Damansara,MR07: Raja Chulan
KJ26: Ara Damansara,KG17: Merdeka
KJ26: Ara Damansara,KJ10: KLCC
KJ26: Ara Damansara,AG11: Chan Sow Lin
KJ26: Ara Damansara,KJ18: Kerinchi
KJ26: Ara Damansara,KG24: Taman Midah
KJ26: Ara Damansara,KJ31: USJ 7
KJ26: Ara Damansara,KJ09: Ampang Park
KJ26: Ara Damansara,AG15: Pandan Indah
KJ26: Ara Damansara,AG12: Miharja
KJ26: Ara Damansara,MR10: Chow Kit
KJ26: Ara Damansara,KJ07: Dato' Keramat
KJ26: Ara Damansara,SP26: Taman Perindustrian Puchong
KJ27: Cgc Glenmarie,KJ36: Subang Alam
KJ27: Cgc Glenmarie,KG15: Muzium Negara
KJ27: Cgc Glenmarie,SP27: Bandar Puteri
KJ27: Cgc Glenmarie,AG06: Bandaraya
KJ27: Cgc Glenmarie,BRT05: SunU-Monash
KJ27: Cgc Glenmarie,SP20: Muhibbah
KJ27: Cgc Glenmarie,KG25: Taman Mutiara
KJ27: Cgc Glenmarie,KJ13: Masjid Jamek
KJ27: Cgc Glenmarie,KJ02: Taman Melati
KJ27: Cgc Glenmarie,MR09: Medan Tuanku
KJ27: Cgc Glenmarie,SP17: Bukit Jalil
KJ27: Cgc Glenmarie,KJ31: USJ 7
KJ27: Cgc Glenmarie,KJ12: Dang Wangi
KJ27: Cgc Glenmarie,KJ35: Alam Megah
KJ27: Cgc Glenmarie,KG09: Bandar Utama
KJ27: Cgc Glenmarie,AG01: Sentul Timur
KJ27: Cgc Glenmarie,KG31: Bukit Dukung
KJ27: Cgc Glenmarie,KJ17: Abdullah Hukum
KJ27: Cgc Glenmarie,KJ23: Taman Bahagia
KJ27: Cgc Glenmarie,AG04: PWTC
KJ27: Cgc Glenmarie,SP13: Salak Selatan
KJ27: Cgc Glenmarie,BRT03: Sunway Lagoon
KJ27: Cgc Glenmarie,SP25: Pusat Bandar Puchong
KJ27: Cgc Glenmarie,KJ29: SS 15
KJ27: Cgc Glenmarie,MR10: Chow Kit
KJ27: Cgc Glenmarie,AG12: Miharja
KJ27: Cgc Glenmarie,KG34: Stadium Kajang
KJ27: Cgc Glenmarie,SP14: Bandar Tun Razak
KJ27: Cgc Glenmarie,KG18: Bukit Bintang
KJ27: Cgc Glenmarie,KG10: TTDI
KJ27: Cgc Glenmarie,KJ32: Taipan
KJ27: Cgc Glenmarie,KG35: Kajang
KJ27: Cgc Glenmarie,KJ09: Ampang Park
KJ27: Cgc Glenmarie,SP22: Kinrara
KJ27: Cgc Glenmarie,MR11: Titiwangsa
KJ27: Cgc Glenmarie,MR02: Tun Sambanthan
KJ27: Cgc Glenmarie,KJ25: Lembah Subang
KJ27: Cgc Glenmarie,KG28: Sri Raya
KJ27: Cgc Glenmarie,KJ27: Cgc Glenmarie
KJ27: Cgc Glenmarie,AG07: Masjid Jamek
KJ27: Cgc Glenmarie,KJ05: Setiawangsa
KJ27: Cgc Glenmarie,KG23: Taman Pertama
KJ27: Cgc Glenmarie,BRT01: Sunway-Setia Jaya
KJ27: Cgc Glenmarie,A0: All Stations
KJ27: Cgc Glenmarie,MR04: Hang Tuah
KJ27: Cgc Glenmarie,KG27: Taman Suntex
KJ27: Cgc Glenmarie,KG07: Surian
KJ27: Cgc Glenmarie,KG20: Tun Razak Exchange
KJ27: Cgc Glenmarie,AG10: Pudu
KJ27: Cgc Glenmarie,SP24: IOI Puchong Jaya
KJ27: Cgc Glenmarie,AG13: Maluri
KJ27: Cgc Glenmarie,PYL03: Kampung Selamat
KJ27: Cgc Glenmarie,KG05: Kwasa Sentral
KJ27: Cgc Glenmarie,AG11: Chan Sow Lin
KJ27: Cgc Glenmarie,AG14: Pandan Jaya
KJ27: Cgc Glenmarie,KG08: Mutiara Damansara
KJ27: Cgc Glenmarie,AG18: Ampang
KJ27: Cgc Glenmarie,KG29: Bandar Tun Hussien Onn
KJ27: Cgc Glenmarie,MR03: Maharajalela
KJ27: Cgc Glenmarie,KJ14: Pasar Seni
KJ27: Cgc Glenmarie,KG13: Pusat Bandar Damansara
KJ27: Cgc Glenmarie,KJ15: KL Sentral
KJ27: Cgc Glenmarie,KJ30: SS 18
KJ27: Cgc Glenmarie,AG08: Plaza Rakyat
KJ27: Cgc Glenmarie,KG26: Taman Connaught
KJ27: Cgc Glenmarie,KJ20: Taman Jaya
KJ27: Cgc Glenmarie,KG33: Sungai Jernih
KJ27: Cgc Glenmarie,SP26: Taman Perindustrian Puchong
KJ27: Cgc Glenmarie,KG17: Merdeka
KJ27: Cgc Glenmarie,AG03: Titiwangsa
KJ27: Cgc Glenmarie,KJ26: Ara Damansara
KJ27: Cgc Glenmarie,AG17: Cahaya
KJ27: Cgc Glenmarie,KJ22: Taman Paramount
KJ27: Cgc Glenmarie,BRT06: South Quay-USJ 1
KJ27: Cgc Glenmarie,KJ19: Universiti
KJ27: Cgc Glenmarie,KJ03: Wangsa Maju
KJ27: Cgc Glenmarie,KJ24: Kelana Jaya
KJ27: Cgc Glenmarie,KJ08: Damai
KJ27: Cgc Glenmarie,KJ06: Jelatek
KJ27: Cgc Glenmarie,SP31: Putra Heights
KJ27: Cgc Glenmarie,SP18: Sri Petaling
KJ27: Cgc Glenmarie,KJ18: Kerinchi
KJ27: Cgc Glenmarie,KG12: Phileo Damansara
KJ27: Cgc Glenmarie,KJ34: USJ 21
KJ27: Cgc Glenmarie,KG04: Kwasa Damansara
KJ27: Cgc Glenmarie,KG14: Semantan
KJ27: Cgc Glenmarie,PYL04: Sungai Buloh
KJ27: Cgc Glenmarie,SP15: Bandar Tasik Selatan
KJ27: Cgc Glenmarie,KJ07: Dato' Keramat
KJ27: Cgc Glenmarie,KJ10: KLCC
KJ27: Cgc Glenmarie,AG16: Cempaka
KJ27: Cgc Glenmarie,SP28: Puchong Perdana
KJ27: Cgc Glenmarie,MR06: Bukit Bintang
KJ27: Cgc Glenmarie,KJ28: Subang Jaya
KJ27: Cgc Glenmarie,SP19: Awan Besar
KJ27: Cgc Glenmarie,KG22: Maluri
KJ27: Cgc Glenmarie,MR05: Imbi
KJ27: Cgc Glenmarie,KJ16: Bank Rakyat Bangsar
KJ27: Cgc Glenmarie,KJ04: Sri Rampai
KJ27: Cgc Glenmarie,AG09: Hang Tuah
KJ27: Cgc Glenmarie,KG06: Kota Damansara
KJ27: Cgc Glenmarie,SP16: Sungai Besi
KJ27: Cgc Glenmarie,MR08: Bukit Nanas
KJ27: Cgc Glenmarie,SP29: Puchong Prima
KJ27: Cgc Glenmarie,MR01: KL Sentral
KJ27: Cgc Glenmarie,MR07: Raja Chulan
KJ27: Cgc Glenmarie,AG15: Pandan Indah
KJ27: Cgc Glenmarie,AG02: Sentul
KJ27: Cgc Glenmarie,SP21: Alam Sutera
KJ27: Cgc Glenmarie,KG16: Pasar Seni
KJ27: Cgc Glenmarie,BRT04: SunMed
KJ27: Cgc Glenmarie,KG24: Taman Midah
KJ27: Cgc Glenmarie,AG05: Sultan Ismail
KJ27: Cgc Glenmarie,KJ01: Gombak
KJ27: Cgc Glenmarie,KJ21: Asia Jaya
KJ27: Cgc Glenmarie,KG21: Cochrane
KJ27: Cgc Glenmarie,KJ11: Kampung Baru
KJ27: Cgc Glenmarie,KJ33: Wawasan
KJ27: Cgc Glenmarie,SP12: Cheras
KJ27: Cgc Glenmarie,BRT02: Mentari
KJ28: Subang Jaya,BRT02: Mentari
KJ28: Subang Jaya,KJ25: Lembah Subang
KJ28: Subang Jaya,KJ28: Subang Jaya
KJ28: Subang Jaya,KJ34: USJ 21
KJ28: Subang Jaya,BRT01: Sunway-Setia Jaya
KJ28: Subang Jaya,MR08: Bukit Nanas
KJ28: Subang Jaya,KJ17: Abdullah Hukum
KJ28: Subang Jaya,SP15: Bandar Tasik Selatan
KJ28: Subang Jaya,BRT04: SunMed
KJ28: Subang Jaya,KJ21: Asia Jaya
KJ28: Subang Jaya,SP21: Alam Sutera
KJ28: Subang Jaya,BRT05: SunU-Monash
KJ28: Subang Jaya,KG25: Taman Mutiara
KJ28: Subang Jaya,KJ29: SS 15
KJ28: Subang Jaya,KJ11: Kampung Baru
KJ28: Subang Jaya,KG07: Surian
KJ28: Subang Jaya,A0: All Stations
KJ28: Subang Jaya,KJ32: Taipan
KJ28: Subang Jaya,KG30: Batu 11 Cheras
KJ28: Subang Jaya,AG06: Bandaraya
KJ28: Subang Jaya,KJ22: Taman Paramount
KJ28: Subang Jaya,MR10: Chow Kit
KJ28: Subang Jaya,KG08: Mutiara Damansara
KJ28: Subang Jaya,KG06: Kota Damansara
KJ28: Subang Jaya,AG08: Plaza Rakyat
KJ28: Subang Jaya,KG22: Maluri
KJ28: Subang Jaya,KJ33: Wawasan
KJ28: Subang Jaya,KJ24: Kelana Jaya
KJ28: Subang Jaya,AG16: Cempaka
KJ28: Subang Jaya,MR09: Medan Tuanku
KJ28: Subang Jaya,AG11: Chan Sow Lin
KJ28: Subang Jaya,MR02: Tun Sambanthan
KJ28: Subang Jaya,KJ20: Taman Jaya
KJ28: Subang Jaya,SP18: Sri Petaling
KJ28: Subang Jaya,AG13: Maluri
KJ28: Subang Jaya,KJ03: Wangsa Maju
KJ28: Subang Jaya,SP24: IOI Puchong Jaya
KJ28: Subang Jaya,SP17: Bukit Jalil
KJ28: Subang Jaya,KJ05: Setiawangsa
KJ28: Subang Jaya,AG12: Miharja
KJ28: Subang Jaya,KJ06: Jelatek
KJ28: Subang Jaya,KJ36: Subang Alam
KJ28: Subang Jaya,KG10: TTDI
KJ28: Subang Jaya,MR07: Raja Chulan
KJ28: Subang Jaya,KG27: Taman Suntex
KJ28: Subang Jaya,KJ31: USJ 7
KJ28: Subang Jaya,KJ07: Dato' Keramat
KJ28: Subang Jaya,KG33: Sungai Jernih
KJ28: Subang Jaya,KJ26: Ara Damansara
KJ28: Subang Jaya,SP22: Kinrara
KJ28: Subang Jaya,AG15: Pandan Indah
KJ28: Subang Jaya,KJ23: Taman Bahagia
KJ28: Subang Jaya,SP26: Taman Perindustrian Puchong
KJ28: Subang Jaya,AG02: Sentul
KJ28: Subang Jaya,KG35: Kajang
KJ28: Subang Jaya,MR04: Hang Tuah
KJ28: Subang Jaya,PYL04: Sungai Buloh
KJ28: Subang Jaya,KG15: Muzium Negara
KJ28: Subang Jaya,KJ27: Cgc Glenmarie
KJ28: Subang Jaya,MR01: KL Sentral
KJ28: Subang Jaya,KG12: Phileo Damansara
KJ28: Subang Jaya,SP25: Pusat Bandar Puchong
KJ28: Subang Jaya,SP29: Puchong Prima
KJ28: Subang Jaya,SP19: Awan Besar
KJ28: Subang Jaya,KG05: Kwasa Sentral
KJ28: Subang Jaya,AG14: Pandan Jaya
KJ28: Subang Jaya,SP20: Muhibbah
KJ28: Subang Jaya,KJ35: Alam Megah
KJ28: Subang Jaya,PYL03: Kampung Selamat
KJ28: Subang Jaya,KG09: Bandar Utama
KJ28: Subang Jaya,SP13: Salak Selatan
KJ28: Subang Jaya,KJ15: KL Sentral
KJ28: Subang Jaya,SP28: Puchong Perdana
KJ28: Subang Jaya,SP12: Cheras
KJ28: Subang Jaya,SP16: Sungai Besi
KJ28: Subang Jaya,KG34: Stadium Kajang
KJ28: Subang Jaya,KJ12: Dang Wangi
KJ28: Subang Jaya,AG18: Ampang
